sample;year;decade;intensity;duration;interval;lat;long;region;site
IR_South_1986;1986;1980;;;;-20.69;-40.387;South;IR
AC_South_1986;1986;1980;;;;-22.978;-42;South;AC
UBT_South_1986;1986;1980;;;;-23.532;-45.081;South;UBT
ALC_South_1986;1986;1980;;;;-24.091;-45.681;South;ALC
QG_South_1986;1986;1980;;;;-24.4875;-46.68;South;QG
GAL_South_1986;1986;1980;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1986;1986;1980;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1986;1986;1980;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1986;1986;1980;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1986;1986;1980;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1986;1986;1980;;;;4.838;-50.129;North;NGARS
CGARS_North_1986;1986;1980;;;;2.242;-47.39;North;CGARS
SGARS_North_1986;1986;1980;;;;0.042;-44.159;North;SGARS
PML_North_1986;1986;1980;;;;-0.759;-42.128;North;PML
FR_North_1986;1986;1980;;;;-3.575;-38.4;North;FR
TMV_ILOC_1986;1986;1980;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1986;1986;1980;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1986;1986;1980;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1986;1986;1980;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1986;1986;1980;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1986;1986;1980;;;;-15.906;-5.728;ILOC;SH
TSB_East_1986;1986;1980;;;;-12.858;-38.609;East;TSB
CA_East_1986;1986;1980;;;;-16.233;-38.936;East;CA
RCB_East_1986;1986;1980;;;;-15.993;-38.576;East;RCB
RF_East_1986;1986;1980;;;;-16.404;-38.96;East;RF
IT_East_1986;1986;1980;;;;-16.978;-39.067;East;IT
ABA_East_1986;1986;1980;;;;-17.973;-38.711;East;ABA
PP_East_1986;1986;1980;;;;-17.672;-38.99;East;PP
TBB_East_1986;1986;1980;;;;-17.606;-39.048;East;TBB
ST_Africa_1986;1986;1980;;;;0.396;6.829;Africa;ST
WIC_Africa_1986;1986;1980;;;;4.573;-6.814;Africa;WIC
LR_Africa_1986;1986;1980;;;;0.698;9.263;Africa;LR
WG_Africa_1986;1986;1980;;;;5.045;1.222;Africa;WG
IR_South_1987;1987;1980;;;;-20.69;-40.387;South;IR
AC_South_1987;1987;1980;;;;-22.978;-42;South;AC
UBT_South_1987;1987;1980;;;;-23.532;-45.081;South;UBT
ALC_South_1987;1987;1980;;;;-24.091;-45.681;South;ALC
QG_South_1987;1987;1980;5.05;31;;-24.4875;-46.68;South;QG
GAL_South_1987;1987;1980;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1987;1987;1980;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1987;1987;1980;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1987;1987;1980;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1987;1987;1980;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1987;1987;1980;;;;4.838;-50.129;North;NGARS
CGARS_North_1987;1987;1980;;;;2.242;-47.39;North;CGARS
SGARS_North_1987;1987;1980;;;;0.042;-44.159;North;SGARS
PML_North_1987;1987;1980;;;;-0.759;-42.128;North;PML
FR_North_1987;1987;1980;;;;-3.575;-38.4;North;FR
TMV_ILOC_1987;1987;1980;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1987;1987;1980;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1987;1987;1980;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1987;1987;1980;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1987;1987;1980;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1987;1987;1980;;;;-15.906;-5.728;ILOC;SH
TSB_East_1987;1987;1980;;;;-12.858;-38.609;East;TSB
CA_East_1987;1987;1980;;;;-16.233;-38.936;East;CA
RCB_East_1987;1987;1980;;;;-15.993;-38.576;East;RCB
RF_East_1987;1987;1980;;;;-16.404;-38.96;East;RF
IT_East_1987;1987;1980;;;;-16.978;-39.067;East;IT
ABA_East_1987;1987;1980;;;;-17.973;-38.711;East;ABA
PP_East_1987;1987;1980;;;;-17.672;-38.99;East;PP
TBB_East_1987;1987;1980;;;;-17.606;-39.048;East;TBB
ST_Africa_1987;1987;1980;;;;0.396;6.829;Africa;ST
WIC_Africa_1987;1987;1980;;;;4.573;-6.814;Africa;WIC
LR_Africa_1987;1987;1980;;;;0.698;9.263;Africa;LR
WG_Africa_1987;1987;1980;;;;5.045;1.222;Africa;WG
IR_South_1988;1988;1980;;;;-20.69;-40.387;South;IR
AC_South_1988;1988;1980;;;;-22.978;-42;South;AC
UBT_South_1988;1988;1980;5.84;37;;-23.532;-45.081;South;UBT
ALC_South_1988;1988;1980;6.11;38;;-24.091;-45.681;South;ALC
QG_South_1988;1988;1980;6.25;40;336;-24.4875;-46.68;South;QG
GAL_South_1988;1988;1980;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1988;1988;1980;4.96;9;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1988;1988;1980;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1988;1988;1980;4.01;1;;-8.51;-34.983;Northeast;PR
CC_Northeast_1988;1988;1980;4.64;11;;-9.022;-35.191;Northeast;CC
NGARS_North_1988;1988;1980;;;;4.838;-50.129;North;NGARS
CGARS_North_1988;1988;1980;;;;2.242;-47.39;North;CGARS
SGARS_North_1988;1988;1980;;;;0.042;-44.159;North;SGARS
PML_North_1988;1988;1980;;;;-0.759;-42.128;North;PML
FR_North_1988;1988;1980;;;;-3.575;-38.4;North;FR
TMV_ILOC_1988;1988;1980;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1988;1988;1980;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1988;1988;1980;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1988;1988;1980;4.35;3;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1988;1988;1980;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1988;1988;1980;;;;-15.906;-5.728;ILOC;SH
TSB_East_1988;1988;1980;;;;-12.858;-38.609;East;TSB
CA_East_1988;1988;1980;;;;-16.233;-38.936;East;CA
RCB_East_1988;1988;1980;5.47;18;;-15.993;-38.576;East;RCB
RF_East_1988;1988;1980;;;;-16.404;-38.96;East;RF
IT_East_1988;1988;1980;;;;-16.978;-39.067;East;IT
ABA_East_1988;1988;1980;;;;-17.973;-38.711;East;ABA
PP_East_1988;1988;1980;;;;-17.672;-38.99;East;PP
TBB_East_1988;1988;1980;;;;-17.606;-39.048;East;TBB
ST_Africa_1988;1988;1980;4.59;34;;0.396;6.829;Africa;ST
WIC_Africa_1988;1988;1980;;;;4.573;-6.814;Africa;WIC
LR_Africa_1988;1988;1980;;;;0.698;9.263;Africa;LR
WG_Africa_1988;1988;1980;;;;5.045;1.222;Africa;WG
IR_South_1989;1989;1980;;;;-20.69;-40.387;South;IR
AC_South_1989;1989;1980;;;;-22.978;-42;South;AC
UBT_South_1989;1989;1980;;;;-23.532;-45.081;South;UBT
ALC_South_1989;1989;1980;;;;-24.091;-45.681;South;ALC
QG_South_1989;1989;1980;;;;-24.4875;-46.68;South;QG
GAL_South_1989;1989;1980;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1989;1989;1980;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1989;1989;1980;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1989;1989;1980;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1989;1989;1980;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1989;1989;1980;;;;4.838;-50.129;North;NGARS
CGARS_North_1989;1989;1980;;;;2.242;-47.39;North;CGARS
SGARS_North_1989;1989;1980;;;;0.042;-44.159;North;SGARS
PML_North_1989;1989;1980;;;;-0.759;-42.128;North;PML
FR_North_1989;1989;1980;;;;-3.575;-38.4;North;FR
TMV_ILOC_1989;1989;1980;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1989;1989;1980;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1989;1989;1980;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1989;1989;1980;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1989;1989;1980;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1989;1989;1980;;;;-15.906;-5.728;ILOC;SH
TSB_East_1989;1989;1980;;;;-12.858;-38.609;East;TSB
CA_East_1989;1989;1980;;;;-16.233;-38.936;East;CA
RCB_East_1989;1989;1980;;;;-15.993;-38.576;East;RCB
RF_East_1989;1989;1980;;;;-16.404;-38.96;East;RF
IT_East_1989;1989;1980;;;;-16.978;-39.067;East;IT
ABA_East_1989;1989;1980;;;;-17.973;-38.711;East;ABA
PP_East_1989;1989;1980;;;;-17.672;-38.99;East;PP
TBB_East_1989;1989;1980;;;;-17.606;-39.048;East;TBB
ST_Africa_1989;1989;1980;;;;0.396;6.829;Africa;ST
WIC_Africa_1989;1989;1980;;;;4.573;-6.814;Africa;WIC
LR_Africa_1989;1989;1980;;;;0.698;9.263;Africa;LR
WG_Africa_1989;1989;1980;;;;5.045;1.222;Africa;WG
IR_South_1990;1990;1990;;;;-20.69;-40.387;South;IR
AC_South_1990;1990;1990;;;;-22.978;-42;South;AC
UBT_South_1990;1990;1990;;;;-23.532;-45.081;South;UBT
ALC_South_1990;1990;1990;;;;-24.091;-45.681;South;ALC
QG_South_1990;1990;1990;5.07;7;737;-24.4875;-46.68;South;QG
GAL_South_1990;1990;1990;6.07;22;;-27.259;-48.371;South;GAL
MJ_Northeast_1990;1990;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1990;1990;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1990;1990;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1990;1990;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1990;1990;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1990;1990;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1990;1990;1990;;;;0.042;-44.159;North;SGARS
PML_North_1990;1990;1990;;;;-0.759;-42.128;North;PML
FR_North_1990;1990;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1990;1990;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1990;1990;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1990;1990;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1990;1990;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1990;1990;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1990;1990;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1990;1990;1990;;;;-12.858;-38.609;East;TSB
CA_East_1990;1990;1990;;;;-16.233;-38.936;East;CA
RCB_East_1990;1990;1990;;;;-15.993;-38.576;East;RCB
RF_East_1990;1990;1990;;;;-16.404;-38.96;East;RF
IT_East_1990;1990;1990;;;;-16.978;-39.067;East;IT
ABA_East_1990;1990;1990;;;;-17.973;-38.711;East;ABA
PP_East_1990;1990;1990;;;;-17.672;-38.99;East;PP
TBB_East_1990;1990;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1990;1990;1990;;;;0.396;6.829;Africa;ST
WIC_Africa_1990;1990;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1990;1990;1990;4.14;3;;0.698;9.263;Africa;LR
WG_Africa_1990;1990;1990;;;;5.045;1.222;Africa;WG
IR_South_1991;1991;1990;;;;-20.69;-40.387;South;IR
AC_South_1991;1991;1990;;;;-22.978;-42;South;AC
UBT_South_1991;1991;1990;;;;-23.532;-45.081;South;UBT
ALC_South_1991;1991;1990;;;;-24.091;-45.681;South;ALC
QG_South_1991;1991;1990;;;;-24.4875;-46.68;South;QG
GAL_South_1991;1991;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1991;1991;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1991;1991;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1991;1991;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1991;1991;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1991;1991;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1991;1991;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1991;1991;1990;;;;0.042;-44.159;North;SGARS
PML_North_1991;1991;1990;;;;-0.759;-42.128;North;PML
FR_North_1991;1991;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1991;1991;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1991;1991;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1991;1991;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1991;1991;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1991;1991;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1991;1991;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1991;1991;1990;;;;-12.858;-38.609;East;TSB
CA_East_1991;1991;1990;;;;-16.233;-38.936;East;CA
RCB_East_1991;1991;1990;;;;-15.993;-38.576;East;RCB
RF_East_1991;1991;1990;;;;-16.404;-38.96;East;RF
IT_East_1991;1991;1990;;;;-16.978;-39.067;East;IT
ABA_East_1991;1991;1990;;;;-17.973;-38.711;East;ABA
PP_East_1991;1991;1990;;;;-17.672;-38.99;East;PP
TBB_East_1991;1991;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1991;1991;1990;;;;0.396;6.829;Africa;ST
WIC_Africa_1991;1991;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1991;1991;1990;;;;0.698;9.263;Africa;LR
WG_Africa_1991;1991;1990;;;;5.045;1.222;Africa;WG
IR_South_1992;1992;1990;;;;-20.69;-40.387;South;IR
AC_South_1992;1992;1990;;;;-22.978;-42;South;AC
UBT_South_1992;1992;1990;;;;-23.532;-45.081;South;UBT
ALC_South_1992;1992;1990;;;;-24.091;-45.681;South;ALC
QG_South_1992;1992;1990;;;;-24.4875;-46.68;South;QG
GAL_South_1992;1992;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1992;1992;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1992;1992;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1992;1992;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1992;1992;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1992;1992;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1992;1992;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1992;1992;1990;;;;0.042;-44.159;North;SGARS
PML_North_1992;1992;1990;;;;-0.759;-42.128;North;PML
FR_North_1992;1992;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1992;1992;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1992;1992;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1992;1992;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1992;1992;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1992;1992;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1992;1992;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1992;1992;1990;;;;-12.858;-38.609;East;TSB
CA_East_1992;1992;1990;;;;-16.233;-38.936;East;CA
RCB_East_1992;1992;1990;;;;-15.993;-38.576;East;RCB
RF_East_1992;1992;1990;;;;-16.404;-38.96;East;RF
IT_East_1992;1992;1990;;;;-16.978;-39.067;East;IT
ABA_East_1992;1992;1990;;;;-17.973;-38.711;East;ABA
PP_East_1992;1992;1990;;;;-17.672;-38.99;East;PP
TBB_East_1992;1992;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1992;1992;1990;;;;0.396;6.829;Africa;ST
WIC_Africa_1992;1992;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1992;1992;1990;;;;0.698;9.263;Africa;LR
WG_Africa_1992;1992;1990;;;;5.045;1.222;Africa;WG
IR_South_1993;1993;1990;;;;-20.69;-40.387;South;IR
AC_South_1993;1993;1990;;;;-22.978;-42;South;AC
UBT_South_1993;1993;1990;;;;-23.532;-45.081;South;UBT
ALC_South_1993;1993;1990;;;;-24.091;-45.681;South;ALC
QG_South_1993;1993;1990;;;;-24.4875;-46.68;South;QG
GAL_South_1993;1993;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1993;1993;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1993;1993;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1993;1993;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1993;1993;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1993;1993;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1993;1993;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1993;1993;1990;;;;0.042;-44.159;North;SGARS
PML_North_1993;1993;1990;;;;-0.759;-42.128;North;PML
FR_North_1993;1993;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1993;1993;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1993;1993;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1993;1993;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1993;1993;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1993;1993;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1993;1993;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1993;1993;1990;;;;-12.858;-38.609;East;TSB
CA_East_1993;1993;1990;;;;-16.233;-38.936;East;CA
RCB_East_1993;1993;1990;;;;-15.993;-38.576;East;RCB
RF_East_1993;1993;1990;;;;-16.404;-38.96;East;RF
IT_East_1993;1993;1990;;;;-16.978;-39.067;East;IT
ABA_East_1993;1993;1990;;;;-17.973;-38.711;East;ABA
PP_East_1993;1993;1990;;;;-17.672;-38.99;East;PP
TBB_East_1993;1993;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1993;1993;1990;;;;0.396;6.829;Africa;ST
WIC_Africa_1993;1993;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1993;1993;1990;;;;0.698;9.263;Africa;LR
WG_Africa_1993;1993;1990;;;;5.045;1.222;Africa;WG
IR_South_1994;1994;1990;;;;-20.69;-40.387;South;IR
AC_South_1994;1994;1990;;;;-22.978;-42;South;AC
UBT_South_1994;1994;1990;5.36;6;2182;-23.532;-45.081;South;UBT
ALC_South_1994;1994;1990;4.46;4;2184;-24.091;-45.681;South;ALC
QG_South_1994;1994;1990;;;;-24.4875;-46.68;South;QG
GAL_South_1994;1994;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1994;1994;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1994;1994;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1994;1994;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1994;1994;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1994;1994;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1994;1994;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1994;1994;1990;;;;0.042;-44.159;North;SGARS
PML_North_1994;1994;1990;;;;-0.759;-42.128;North;PML
FR_North_1994;1994;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1994;1994;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1994;1994;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1994;1994;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1994;1994;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1994;1994;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1994;1994;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1994;1994;1990;;;;-12.858;-38.609;East;TSB
CA_East_1994;1994;1990;;;;-16.233;-38.936;East;CA
RCB_East_1994;1994;1990;;;;-15.993;-38.576;East;RCB
RF_East_1994;1994;1990;;;;-16.404;-38.96;East;RF
IT_East_1994;1994;1990;;;;-16.978;-39.067;East;IT
ABA_East_1994;1994;1990;;;;-17.973;-38.711;East;ABA
PP_East_1994;1994;1990;;;;-17.672;-38.99;East;PP
TBB_East_1994;1994;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1994;1994;1990;;;;0.396;6.829;Africa;ST
WIC_Africa_1994;1994;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1994;1994;1990;;;;0.698;9.263;Africa;LR
WG_Africa_1994;1994;1990;;;;5.045;1.222;Africa;WG
IR_South_1995;1995;1990;;;;-20.69;-40.387;South;IR
AC_South_1995;1995;1990;;;;-22.978;-42;South;AC
UBT_South_1995;1995;1990;4.81;5;364;-23.532;-45.081;South;UBT
ALC_South_1995;1995;1990;6.85;39;330;-24.091;-45.681;South;ALC
QG_South_1995;1995;1990;7.12;35;1775;-24.4875;-46.68;South;QG
GAL_South_1995;1995;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1995;1995;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1995;1995;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1995;1995;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1995;1995;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1995;1995;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1995;1995;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1995;1995;1990;;;;0.042;-44.159;North;SGARS
PML_North_1995;1995;1990;;;;-0.759;-42.128;North;PML
FR_North_1995;1995;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1995;1995;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1995;1995;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1995;1995;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1995;1995;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1995;1995;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1995;1995;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1995;1995;1990;;;;-12.858;-38.609;East;TSB
CA_East_1995;1995;1990;;;;-16.233;-38.936;East;CA
RCB_East_1995;1995;1990;;;;-15.993;-38.576;East;RCB
RF_East_1995;1995;1990;;;;-16.404;-38.96;East;RF
IT_East_1995;1995;1990;;;;-16.978;-39.067;East;IT
ABA_East_1995;1995;1990;;;;-17.973;-38.711;East;ABA
PP_East_1995;1995;1990;;;;-17.672;-38.99;East;PP
TBB_East_1995;1995;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1995;1995;1990;4.89;25;2525;0.396;6.829;Africa;ST
WIC_Africa_1995;1995;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1995;1995;1990;4.4;3;1805;0.698;9.263;Africa;LR
WG_Africa_1995;1995;1990;4.32;14;;5.045;1.222;Africa;WG
IR_South_1996;1996;1990;;;;-20.69;-40.387;South;IR
AC_South_1996;1996;1990;;;;-22.978;-42;South;AC
UBT_South_1996;1996;1990;10.71;79;328;-23.532;-45.081;South;UBT
ALC_South_1996;1996;1990;9.73;78;331;-24.091;-45.681;South;ALC
QG_South_1996;1996;1990;6.53;49;353;-24.4875;-46.68;South;QG
GAL_South_1996;1996;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1996;1996;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1996;1996;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1996;1996;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1996;1996;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1996;1996;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1996;1996;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1996;1996;1990;;;;0.042;-44.159;North;SGARS
PML_North_1996;1996;1990;;;;-0.759;-42.128;North;PML
FR_North_1996;1996;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1996;1996;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1996;1996;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1996;1996;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1996;1996;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1996;1996;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1996;1996;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1996;1996;1990;;;;-12.858;-38.609;East;TSB
CA_East_1996;1996;1990;;;;-16.233;-38.936;East;CA
RCB_East_1996;1996;1990;;;;-15.993;-38.576;East;RCB
RF_East_1996;1996;1990;;;;-16.404;-38.96;East;RF
IT_East_1996;1996;1990;;;;-16.978;-39.067;East;IT
ABA_East_1996;1996;1990;;;;-17.973;-38.711;East;ABA
PP_East_1996;1996;1990;;;;-17.672;-38.99;East;PP
TBB_East_1996;1996;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1996;1996;1990;;;;0.396;6.829;Africa;ST
WIC_Africa_1996;1996;1990;;;;4.573;-6.814;Africa;WIC
LR_Africa_1996;1996;1990;;;;0.698;9.263;Africa;LR
WG_Africa_1996;1996;1990;;;;5.045;1.222;Africa;WG
IR_South_1997;1997;1990;;;;-20.69;-40.387;South;IR
AC_South_1997;1997;1990;;;;-22.978;-42;South;AC
UBT_South_1997;1997;1990;;;;-23.532;-45.081;South;UBT
ALC_South_1997;1997;1990;;;;-24.091;-45.681;South;ALC
QG_South_1997;1997;1990;;;;-24.4875;-46.68;South;QG
GAL_South_1997;1997;1990;;;;-27.259;-48.371;South;GAL
MJ_Northeast_1997;1997;1990;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_1997;1997;1990;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_1997;1997;1990;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_1997;1997;1990;;;;-9.022;-35.191;Northeast;CC
NGARS_North_1997;1997;1990;;;;4.838;-50.129;North;NGARS
CGARS_North_1997;1997;1990;;;;2.242;-47.39;North;CGARS
SGARS_North_1997;1997;1990;;;;0.042;-44.159;North;SGARS
PML_North_1997;1997;1990;;;;-0.759;-42.128;North;PML
FR_North_1997;1997;1990;;;;-3.575;-38.4;North;FR
TMV_ILOC_1997;1997;1990;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_1997;1997;1990;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_1997;1997;1990;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_1997;1997;1990;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_1997;1997;1990;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_1997;1997;1990;;;;-15.906;-5.728;ILOC;SH
TSB_East_1997;1997;1990;;;;-12.858;-38.609;East;TSB
CA_East_1997;1997;1990;;;;-16.233;-38.936;East;CA
RCB_East_1997;1997;1990;;;;-15.993;-38.576;East;RCB
RF_East_1997;1997;1990;;;;-16.404;-38.96;East;RF
IT_East_1997;1997;1990;;;;-16.978;-39.067;East;IT
ABA_East_1997;1997;1990;;;;-17.973;-38.711;East;ABA
PP_East_1997;1997;1990;;;;-17.672;-38.99;East;PP
TBB_East_1997;1997;1990;;;;-17.606;-39.048;East;TBB
ST_Africa_1997;1997;1990;;;;0.396;6.829;Africa;ST
